image_path,label,split,category
images\train_0109d674d56bd08b.png,\frac{\frac{\sqrt{235}+17}{6}}{(109\cdot6)},train,mathwriting
images\train_0109fffecab3f15c.png,\frac{j}{i+j}<\rho,train,mathwriting
images\train_010a0741ac9515d9.png,\sum_{i=0}^{k}(\begin{matrix}n\\ i\end{matrix})=O(n^{k}),train,mathwriting
images\train_010a8ba5a7289478.png,F=\frac{T_{0}+T_{sys}}{T_{0}},train,mathwriting
images\train_010ad1e508626348.png,\tilde{M},train,mathwriting
images\train_010b4fd83188bb2b.png,(x+y)/sqrt(2),train,mathwriting
images\train_010b50aa4ae225c6.png,10^{\sqrt{7}}+\frac{\sqrt{8}}{91},train,mathwriting
images\train_010b67e0c65d9b2c.png,|\partial_{\mu}n\rangle,train,mathwriting
images\train_010b9450eb79ccd4.png,x_{\pm}=-\frac{5}{4}\pm\frac{3}{4}\sqrt{\frac{35}{3}},train,mathwriting
images\train_010ba11ddbc4103a.png,\sum_{i=-\infty}^{\infty}f(i)10^{-i},train,mathwriting
images\train_010beed3fb2e6085.png,1:\sqrt{\varphi}:\varphi,train,mathwriting
images\train_010bf6e0b2abfd08.png,(\frac{3}{4})^{1}/(\frac{347}{455})^{8},train,mathwriting
images\train_010c10f3de11b462.png,3/\tilde{4},train,mathwriting
images\train_010c36dedf9fcef4.png,a_{1}b_{1}+a_{2}b_{2}=a_{3}b_{3},train,mathwriting
images\train_010c427bf30599d3.png,\Delta S=\oint\frac{\delta Q}{T},train,mathwriting
images\train_010c78bf15c58186.png,"\{\underline{y}_{1},\underline{y}_{2},\underline{y}_{3}\}",train,mathwriting
images\train_010d348f10648bf4.png,(\begin{matrix}e&0\\ 0&e\end{matrix}),train,mathwriting
images\train_010d5260a766ac37.png,\hat{s}=S(S+N)^{-1}d,train,mathwriting
images\train_010e42964543ade7.png,\frac{1}{2}LI^{2},train,mathwriting
images\train_010e697fdb10e102.png,9\cdot5^{\frac{\frac{7}{399}}{324}},train,mathwriting
images\train_010ea353d6938d9b.png,\sum_{k=1}^{\infty}(\begin{matrix}\alpha\\ k\end{matrix})kx^{k-1},train,mathwriting
images\train_010ed8522963497a.png,y_{0}=x_{0}^{T}\beta,train,mathwriting
images\train_010f05cd33196ca0.png,[\begin{matrix}a&0\\ 0&b\end{matrix}],train,mathwriting
images\train_010f932ecec38ee0.png,A_{33}=[\begin{matrix}A&B/2\\ B/2&C\end{matrix}],train,mathwriting
images\train_010fb5ef51d877bb.png,d_{00}=0.,train,mathwriting
images\train_011019207e161036.png,\pm\sqrt{-1},train,mathwriting
images\train_0110de84b55bf8ad.png,\alpha_{s}\approx\frac{C_{s}\cdot R^{3}}{f^{4}},train,mathwriting
images\train_01114abe03d536ed.png,{2^{492}\cdot438}^{\frac{2}{8}},train,mathwriting
images\train_0111d91c140c9c69.png,\frac{\Delta r}{i}=\frac{R^{\frac{2r_{l}}{i}}-1}{R^{\frac{2r_{l}}{i}}\cdot1},train,mathwriting
images\train_0111f93f6117cb39.png,\frac{\partial p}{\partial z}=0,train,mathwriting
images\train_0112074a000acff4.png,\Omega=\frac{\Delta PE}{\Delta t},train,mathwriting
images\train_0112100f536aad99.png,(11\cdot\cdot\cdot1)v^{T}=0,train,mathwriting
images\train_0112266301d65659.png,\frac{n}{d}\mapsto exp(\frac{n}{d}\cdot2\pi i),train,mathwriting
images\train_0112370cdad9f7cb.png,\hat{y}_{t},train,mathwriting
images\train_01124e853a0bb3d2.png,"\phi(-\theta,\tau)\phi(\theta,\tau)=1",train,mathwriting
images\train_01126cba4998132d.png,2^{3*4}=2^{12}=4096,train,mathwriting
images\train_01138adc37c32b37.png,s=log_{3}2=\frac{log2}{log3},train,mathwriting
images\train_0113b40beb5489d1.png,ss\{\begin{matrix}2\\ 5\end{matrix}\},train,mathwriting
images\train_0113c90d9b5638d8.png,A\overline{B},train,mathwriting
images\train_0114014ebc39c4d0.png,f=\prod_{i=1}^{deg(f)}f_{i}^{i},train,mathwriting
images\train_0114295ec9d97a80.png,\frac{dI}{ds}=j-\alpha I,train,mathwriting
images\train_011461a5f752cd10.png,(\begin{matrix}1&0\\ 1&-1\end{matrix}),train,mathwriting
images\train_0114ab1b686da3e4.png,\gamma_{u^{x}},train,mathwriting
images\train_0114b606917ca592.png,\{e^{inx}|n\in\mathbb{R}\},train,mathwriting
images\train_0114beebe1be94c0.png,{448\cdot246^{452}}^{\frac{2}{148}},train,mathwriting
images\train_0115138aba7e7fb5.png,(\begin{matrix}n\\ 2\end{matrix}),train,mathwriting
images\train_01156d10b9d1c7e5.png,(\begin{matrix}n\\ k\end{matrix})_{q},train,mathwriting
images\train_01162a84b0f5144f.png,\frac{\frac{\sqrt{6}}{10}-456}{\frac{\sqrt{6}}{61}/7},train,mathwriting
images\train_01166cab452b3767.png,q_{e}=\frac{q_{b}}{\sqrt{\frac{q_{b}}{q_{m}}}},train,mathwriting
images\train_0116bc45c5def2c5.png,\int_{a}^{\infty},train,mathwriting
images\train_01172788ab14a68f.png,P=\frac{dy}{dx},train,mathwriting
images\train_01177aa6d6c2cc9e.png,[\begin{matrix}1&3&2\\ 4&1&0\end{matrix}],train,mathwriting
images\train_01182369a3997062.png,v_{1}\otimes v_{2}=\epsilon\eta,train,mathwriting
images\train_0118f774e1e0cd20.png,=7.4,train,mathwriting
images\train_011909ba0dd9f64b.png,\overline{n}_{m},train,mathwriting
images\train_01192d43d9eeb456.png,x=-\frac{\partial g}{\partial p},train,mathwriting
images\train_0119f1654ddde369.png,-\int f(x)dx,train,mathwriting
images\train_011a22342de0c306.png,\frac{\partial T}{\partial q_{k}},train,mathwriting
images\train_011a39a565882ecf.png,"c_{L}(s^{\prime},x)\ge c_{L}(s,x)",train,mathwriting
images\train_011a4cd74a1dba40.png,[\begin{matrix}1&-R\\ 0&1\end{matrix}],train,mathwriting
images\train_011a4f2d923dbe9f.png,\frac{270-87}{78}+(\frac{9}{6})^{17},train,mathwriting
images\train_011b8f41e47d587f.png,({3^{10}}^{368}\cdot\sqrt{5}^{9}),train,mathwriting
images\train_011c0fb59c6fc36b.png,B_{i}=(S_{i}+1)/2,train,mathwriting
images\train_011c55679e4ccf51.png,(\frac{\frac{3}{18}}{210})^{\frac{\frac{\sqrt{312}}{10}}{400}},train,mathwriting
images\train_011cc364450a0f0d.png,K=\frac{eB\lambda_{u}}{2\pi m_{e}c},train,mathwriting
images\train_011cfcfc27ac03b5.png,\hat{u},train,mathwriting
images\train_011d1a69af32e731.png,F=2\pi\int_{-1}^{+1}I\mu d\mu,train,mathwriting
images\train_011d2e7c3143d828.png,M_{earth}=\frac{gR_{earth}^{2}}{G},train,mathwriting
images\train_011d618f8f51ad21.png,||x||=\sqrt{x\cdot x},train,mathwriting
images\train_011dbdb85633eac9.png,\frac{1}{\sqrt{x^{2}+1}},train,mathwriting
images\train_011e0737f42966fd.png,\frac{1}{a}F(\frac{s}{a}),train,mathwriting
images\train_011e6e17bb76f51e.png,P_{i}=\dot{m}\Delta h_{o},train,mathwriting
images\train_011ea8feb000108e.png,\tilde{e}_{i}\tilde{f}_{i},train,mathwriting
images\train_011fa680928d8357.png,A=[\begin{matrix}a&b\\ c&d\end{matrix}],train,mathwriting
images\train_01208ec4159f1efb.png,\underline{AB},train,mathwriting
images\train_0120aba47141b776.png,y_{4}^{\prime}=\frac{y_{4}-\frac{z}{c^{2}}k_{4}}{\sqrt{4-\frac{z^{2}}{c^{2}}}},train,mathwriting
images\train_012165bb41cb5066.png,\frac{m}{\sqrt{\frac{l^{2}}{u^{2}}+0}},train,mathwriting
images\train_0121a2bc8fcca9cd.png,\frac{x}{2}+\frac{sin(2x)}{4}+C,train,mathwriting
images\train_0121c3c1fea2600b.png,(\begin{matrix}a&b\\ c&1-a\end{matrix}),train,mathwriting
images\train_0121f0928e4ebfe0.png,c^{2}=\frac{\partial p}{\partial\rho},train,mathwriting
images\train_01221ca3a246af2a.png,\sqrt{\frac{Z_{I2}}{Z_{I1}}},train,mathwriting
images\train_01231b3bc499c837.png,\frac{V^{+}}{I^{+}}=Z_{0}=-\frac{V^{-}}{I^{-}},train,mathwriting
images\train_0123513f53a11b51.png,\hat{Y}^{A},train,mathwriting
images\train_0123e0c32385b30a.png,"I=\{1,...,I\}",train,mathwriting
images\train_01241893b9c456f5.png,L=gl_{n},train,mathwriting
images\train_01242cd091e1291b.png,\Phi^{a}=\Phi_{+}^{a}\cup-\Phi_{+}^{a},train,mathwriting
images\train_012490d77d1a6fb1.png,[\frac{n+1}{n}]^{n}>n,train,mathwriting
images\train_0124a0b1ed16f073.png,\frac{\partial\rho}{\partial t}=D\cdot\frac{\partial^{2}\rho}{\partial x^{2}},train,mathwriting
images\train_0124bb10cbd41a24.png,p=(\begin{matrix}1&-1\\ 0&1\end{matrix}),train,mathwriting
images\train_012560abb4c27bb4.png,\rho(x)=\frac{1}{2\pi}\sqrt{\frac{4-x}{x}},train,mathwriting
images\train_012573b9da2f307c.png,\frac{(7\cdot3)^{301}}{{10^{6}}^{3}},train,mathwriting
images\train_01259d620ab7982f.png,(\begin{matrix}1&1\\ 0&1\\ \end{matrix}),train,mathwriting
images\train_01259d8d58b951df.png,\chi_{(h)}^{2},train,mathwriting
images\train_0125d61ddd1acddd.png,(\frac{t-1}{t+1}),train,mathwriting
images\train_01261f172eba404d.png,\frac{2\pi}{\lambda}=k,train,mathwriting
images\train_012637689fd76058.png,S=-mc\int ds,train,mathwriting
images\train_0126bb8a36b96ec4.png,X_{(t_{i+1}+t_{i})/2},train,mathwriting
images\train_0126eeb883658a59.png,\sum_{i=0}^{\infty}(|G_{i}|-1),train,mathwriting
images\train_0127861c4d1b3842.png,k_{g}=\frac{\sqrt{1-r^{2}}}{r},train,mathwriting
images\train_0127e78d68a0040b.png,1^{433}\cdot111+\sqrt{5}^{381},train,mathwriting
images\train_0128248485471f9f.png,\Gamma,train,mathwriting
images\train_01282a22bb3f75f0.png,g=(\begin{matrix}A&B\\ C&D\end{matrix}),train,mathwriting
images\train_012865541506898a.png,v\approx\frac{L^{2}}{2r},train,mathwriting
images\train_01286e95872f8d10.png,t=\frac{|b|}{\sqrt{\frac{1\cdot b^{5}}{n\cdot5}}},train,mathwriting
images\train_0128d6a8c338b7f1.png,\sqrt{3},train,mathwriting
images\train_0129583fe2116356.png,264-175-365-4+5,train,mathwriting
images\train_0129cc9acd5b89e0.png,\frac{\alpha^{2}}{2},train,mathwriting
images\train_0129d83f0d5b50bb.png,\frac{d^{2}P}{dt^{2}},train,mathwriting
images\train_0129db51b1bc6f88.png,t=J\dot{\omega}+\omega\times J\omega,train,mathwriting
images\train_012a4d53878ad97a.png,\frac{x}{\sigma^{2}}e^{-x^{2}/2\sigma^{2}},train,mathwriting
images\train_012a9c5465402d75.png,h=c_{p}T=\frac{\gamma}{\gamma-1}\frac{T}{m},train,mathwriting
images\train_012ac51b99037b52.png,f(\epsilon)=\frac{\epsilon-1}{\epsilon+x},train,mathwriting
images\train_012ae5ce4cf7400f.png,E_{p}=\frac{1}{2}\rho g\sigma^{2},train,mathwriting
images\train_012b42a83e019def.png,(\begin{matrix}n\\ 0.51n\end{matrix}),train,mathwriting
images\train_012b512e6bc94f39.png,d_{jk}=\frac{A+B-2J}{A+B},train,mathwriting
images\train_012bb35371767a18.png,|\frac{a}{b}|=\frac{|a|}{|b|},train,mathwriting
images\train_012bd668415bd5c0.png,6\sqrt{2}\approx8.49,train,mathwriting
images\train_012c20e9eebb2a10.png,(6\cdot361)^{8^{474}},train,mathwriting
images\train_012c2a3590ef5f18.png,w_{t}=(1-\eta x_{t})/x_{t},train,mathwriting
images\train_012c93a761821314.png,e(k)=\hat{x}(k)-x(k),train,mathwriting
images\train_012cbd8e47495921.png,\frac{\frac{5}{365}}{\frac{448^{119}}{3}},train,mathwriting
images\train_012cc4888638b16e.png,\int_{-N}^{N}f(x)dx,train,mathwriting
images\train_012d1a31315540b2.png,s\ne\frac{\pi}{2k},train,mathwriting
images\train_012d8bd30e50122d.png,S^{*}(\theta)=\sqrt{S(\theta)},train,mathwriting
images\train_012d95e2f11aeb4c.png,K_{c}=\frac{\prod_{j=1}^{p}[Y_{j}]^{\eta_{j}}}{\prod_{i=1}^{r}[X_{i}]^{\nu_{i}}},train,mathwriting
images\train_012dc64088e261f2.png,F_{4}^{(1)},train,mathwriting
images\train_012defcd2813c58a.png,\Gamma_{i}\equiv\frac{1}{\sqrt{1+\frac{v_{i}\cdot v_{i}}{t^{0}}}},train,mathwriting
images\train_012e1eb40ee21b0e.png,p=\frac{kT}{v-b}-\frac{a}{v^{2}},train,mathwriting
images\train_012ec54d224f4b84.png,(\begin{matrix}4\\ 3\end{matrix})=4,train,mathwriting
images\train_012f06d56b0d1c9a.png,2b=\sqrt{(p+q)^{2}-f^{2}},train,mathwriting
images\train_012f4f735c89651e.png,{{7^{5}}^{4}}^{(\frac{6}{101})^{6}},train,mathwriting
images\train_012f86017ff6e2d5.png,\int_{0}^{1}f(x)dx=1,train,mathwriting
images\train_012fd3aee559ac80.png,\frac{1}{\sqrt{\frac{1}{v^{7}}-1}},train,mathwriting
images\train_012fdf61edf79f99.png,log(-\frac{7}{3}-2),train,mathwriting
images\train_0130605a6664a83a.png,\frac{e^{itb}-e^{ita}}{it(b-a)},train,mathwriting
images\train_01318379652e4a51.png,\sqrt{R},train,mathwriting
images\train_0131aa2e385256f7.png,v=\sqrt[2]{\frac{2Pt}{m}},train,mathwriting
images\train_0131bcb63eb49cfb.png,[\begin{matrix}lnx\\ (lnx)^{2}\end{matrix}],train,mathwriting
images\train_0131edaca4f87478.png,\frac{db}{dt}=\frac{1}{3},train,mathwriting
images\train_01321625925d7bb2.png,\int\sigma_{x}dA=0,train,mathwriting
images\train_01323ef681bdb59d.png,3\frac{1}{2},train,mathwriting
images\train_01329fba933c6b0f.png,"\phi:(x,y)\mapsto(x^{q},y^{q})",train,mathwriting
images\train_0132c4379781256b.png,V=\sqrt{r_{1}^{2}+r_{2}^{2}},train,mathwriting
images\train_0132dca222fcfe36.png,\frac{1}{2}r^{2}\theta,train,mathwriting
images\train_0132e48b84197d06.png,\frac{dm}{dt}v_{e},train,mathwriting
images\train_0132f6e7cc11ac1e.png,E(Af)(W)=0,train,mathwriting
images\train_0133331f88eaa579.png,13\cdot(\begin{matrix}12\\ 2\end{matrix})\cdot4^{2},train,mathwriting
images\train_0133e83c90d354dd.png,\int_{a}^{b}f(x)dx,train,mathwriting
images\train_01347e681d169862.png,\frac{\partial x}{\partial\theta},train,mathwriting
images\train_0136554440e309e5.png,1-\int_{t-r}^{t}E(t^{\prime})dt^{\prime},train,mathwriting
images\train_0136c453aded0b0c.png,\frac{d}{dx}(2x)=2,train,mathwriting
images\train_0136e36ce4b2c289.png,\frac{pe^{it}}{1-(1-p)e^{it}},train,mathwriting
images\train_013704961f6fb290.png,"[r_{n},r_{n-1},...,r_{2},r_{1}]",train,mathwriting
images\train_013732d4f82ab632.png,s_{x}^{\epsilon},train,mathwriting
images\train_01376d57b4e3c318.png,n=\frac{2}{ab}\frac{dA}{dt},train,mathwriting
images\train_013771c54c14fb55.png,(\frac{5\cdot6}{8})^{247+149+7},train,mathwriting
images\train_01377877dc47e30a.png,(\begin{matrix}A&B\\ C&D\end{matrix}),train,mathwriting
images\train_01378a659c574bc2.png,\frac{dv}{dt},train,mathwriting
images\train_0137afad806b1b23.png,\dot{x}(t)=-u(t),train,mathwriting
images\train_0137b4b6eac39fbc.png,\frac{g}{t\sqrt{p}\sqrt{1+\mu}},train,mathwriting
images\train_0137e4d9803aa2b0.png,\sqrt{\theta},train,mathwriting
images\train_01383fa17abdd641.png,\frac{\frac{162}{10}}{\frac{3}{370}},train,mathwriting
images\train_0138492efda66d02.png,"[t,t+\tau)",train,mathwriting
images\train_0138ba9911d177d4.png,\Delta T=l\frac{dT}{dz},train,mathwriting
images\train_01394915a0436edd.png,2y=-\frac{x^{2}}{\tau^{2}}+\tau^{2},train,mathwriting
images\train_0139d312c5f96092.png,(\begin{matrix}-1\\ 0\end{matrix})=1,train,mathwriting
images\train_013a49c2403fed55.png,p=\frac{5ac-2b^{2}}{5a^{2}},train,mathwriting
images\train_013a5824feee730c.png,\frac{Gm^{2}}{r},train,mathwriting
images\train_013a894cfef74360.png,L=\frac{q^{2}}{9K},train,mathwriting
images\train_013af9e16ddc99bf.png,Z:=(\begin{matrix}x&dy\\ y&x\end{matrix}),train,mathwriting
images\train_013b109149c824e7.png,[1+\frac{x-\mu}{\sigma}]^{-\alpha},train,mathwriting
images\train_013b25733da7d697.png,"B(z)=\prod_{n}B(a_{n},z)",train,mathwriting
images\train_013b7152d09a3be0.png,\sqrt{4}^{\sqrt{4}^{\sqrt{4}^{\cdot^{\cdot^{\cdot}}}}},train,mathwriting
images\train_013bdb157edca6a9.png,x^{\underline{n}}=x(x-1)\cdot\cdot\cdot(x-n+1),train,mathwriting
images\train_013be33f4b33ed4d.png,B=[\begin{matrix}1&0\\ 0&0.6\\ 0&0.8\end{matrix}],train,mathwriting
images\train_013beb31b04a966c.png,(\begin{matrix}0&-i\\ i&0\end{matrix}),train,mathwriting
images\train_013c004848ed2ef2.png,\frac{\partial\rho}{\partial t},train,mathwriting
images\train_013c2c8f26c0662b.png,\frac{1}{\sqrt{12}}LSB\approx0.289LSB,train,mathwriting
images\train_013c66185f4da42f.png,\gamma_{u^{x}},train,mathwriting
images\train_013cb8af6331cea5.png,y^{\prime}-\frac{2y}{x}=0,train,mathwriting
images\train_013cda504dae2be3.png,N\overline{x},train,mathwriting
images\train_013cec3eb6d8396b.png,\theta_{i}=\frac{x_{i}}{x_{max}}2\pi,train,mathwriting
images\train_013d9026b9ce9974.png,G=\int_{1}^{\infty}\frac{lnt}{1+t^{2}}dt,train,mathwriting
images\train_013dfcc70caae296.png,\frac{\frac{237}{445}-431}{\frac{10}{164}},train,mathwriting
images\train_013ecc66bb27128e.png,Dw_{1}(M)=[G],train,mathwriting
images\train_013ef5bb1c9b872b.png,(\begin{matrix}a\\ r\end{matrix}),train,mathwriting
images\train_013f93360ef7ab62.png,\prod_{p}f(p),train,mathwriting
images\train_01403b294180727a.png,\mu_{c}=kTln\frac{[Red]}{[Ox]},train,mathwriting
images\train_01406e7b9c69930a.png,e^{78^{78^{78^{722}}}},train,mathwriting
images\train_014073353be040e1.png,\frac{d^{2}y}{dt^{2}},train,mathwriting
images\train_01407e4667aa62e5.png,\frac{dv}{dt}=Mv,train,mathwriting
images\train_0140aacf53f5b943.png,\sigma_{t}=\frac{8\pi}{3}(\frac{\alpha\lambda_{c}}{2\pi})^{2},train,mathwriting
images\train_0140b99492abde9a.png,\tilde{\epsilon}_{ij},train,mathwriting
images\train_0140d9a733c5d727.png,q\overline{q}=-a^{2}+b^{2}+c^{2}+d^{2},train,mathwriting
images\train_0140dc9f45b90b9d.png,\int Fdl,train,mathwriting
images\train_0140dd6f7bf99d8d.png,e^{2}=\frac{4n}{(1+n)^{2}},train,mathwriting
images\train_01420647e45d5abd.png,(A-B)\sqrt{g}=1.,train,mathwriting
images\train_0142269e80e9bfa1.png,[\begin{matrix}x\\ y\end{matrix}],train,mathwriting
images\train_01422ba7cd50da7f.png,\frac{dmv}{dt},train,mathwriting
images\train_014255ab14aa8a07.png,\frac{d^{2}y}{dt^{2}}+y+\epsilon y^{3}=0,train,mathwriting
images\train_01427540bf7a6216.png,\frac{3M-E+S}{6},train,mathwriting
images\train_0143003a32e7547b.png,R_{1}(x)=\frac{x-1}{x+1},train,mathwriting
images\train_01431b4175499117.png,"f(x,y)=\frac{xy}{x^{2}+y^{2}}",train,mathwriting
images\train_014386b397f3bb76.png,(\begin{matrix}2\\ 4\end{matrix}),train,mathwriting
images\train_0143c2787a736989.png,E_{i}=\int E(t)dt,train,mathwriting
images\train_0143cfc59edf24a8.png,\frac{{10^{199}}^{294}}{\frac{5}{2}},train,mathwriting
images\train_01440b38d37933ff.png,2_{-}^{1+4},train,mathwriting
images\train_01441832c10b87b8.png,S=\frac{mu^{0}}{\sqrt{6-\frac{v^{0}}{u^{0}}}},train,mathwriting
images\train_014485efe44c486e.png,\hat{q}_{o},train,mathwriting
images\train_0144b4d6c99ecef8.png,f=\frac{1}{2*t*n},train,mathwriting
images\train_0144d6d365335a4f.png,\frac{\Delta k}{t}=\frac{R^{\frac{4k_{e}}{t}}\cdot1}{R^{\frac{4k_{e}}{t}}+1},train,mathwriting
images\train_014611be259da565.png,\frac{318^{41}}{1}+(9^{213}+10),train,mathwriting
images\train_0146142fd3851fdd.png,\overline{S}_{i},train,mathwriting
images\train_01461487f74d6e6f.png,\tilde{C}_{2},train,mathwriting
images\train_014627a2cf8e3e1b.png,\frac{8^{8}}{76^{480}},train,mathwriting
images\train_0146385ab04074d7.png,\overline{lim}(loga_{n})/2^{n}<+\infty,train,mathwriting
images\train_0146590f0b53351b.png,399+166-\frac{2}{62},train,mathwriting
images\train_014679e0130f99c8.png,1-0\sqrt{2}=1.0,train,mathwriting
images\train_014732e62845c204.png,p_{0}=\frac{1}{2},train,mathwriting
images\train_0147826728ce220b.png,\vec{c}=\frac{d^{5}\vec{r}}{dt^{5}},train,mathwriting
images\train_014791e45e1936f5.png,\frac{d^{2}\psi_{1}}{dx^{2}}=-k^{\prime2}\psi_{1},train,mathwriting
images\train_0147a285826e42ee.png,"max\{1,\sum_{i=0}^{n-1}|\frac{a_{i}}{a_{n}}|\}",train,mathwriting
images\train_0147c7e8e5401265.png,f_{xx}=\frac{d^{2}f}{dx^{2}},train,mathwriting
images\train_0147dcffbbf73d29.png,cf(\prod A/D)<\lambda,train,mathwriting
images\train_0148327e08655241.png,"(L_{0},R_{0})=(L_{0}^{\prime},R_{0}^{\prime})",train,mathwriting
images\train_01486a391009a3e7.png,V_{h^{\beta}},train,mathwriting
images\train_014941acc8b5f3a2.png,\hat{p}=1,train,mathwriting
images\train_01495d3fd4302fd9.png,I_{T}(\theta)\le I_{X}(\theta),train,mathwriting
images\train_0149933e2bd2241f.png,\frac{\frac{1}{176}}{\frac{469}{10}},train,mathwriting
images\train_0149a8a4753f82b1.png,\frac{1/288}{(\sqrt{157}-10)},train,mathwriting
images\train_0149b253164ebf86.png,\frac{q_{H}}{T_{H}}-\frac{q_{C}}{T_{C}}=0,train,mathwriting
images\train_0149e544e3e2c96e.png,\tilde{E}_{i}^{a}\mapsto\tilde{E}_{i}^{a}/\beta,train,mathwriting
images\train_014ad52984dffc06.png,(\omega_{0}+\omega_{1}-\omega),train,mathwriting
images\train_014b28d8ea7b0d15.png,\frac{1}{e}=0.37,train,mathwriting
images\train_014b6ae21f88e0bb.png,c=-ax_{1}-by_{1},train,mathwriting
images\train_014bf7165d820f04.png,\frac{dy}{dt},train,mathwriting
images\train_014c3613fe326ec4.png,t\{\begin{matrix}2\\ n\end{matrix}\},train,mathwriting
images\train_014cbdc2ffa1f330.png,\frac{0.0016286*P_{kPa}}{\lambda_{v}},train,mathwriting
images\train_014ce08b7fcf6354.png,A=[\begin{matrix}2&1\\ 1&1\end{matrix}],train,mathwriting
images\train_014cf9817da02820.png,1-5/3+4^{466},train,mathwriting
images\train_014d8838b7c5cd35.png,(\frac{4}{7}-9)^{204\cdot\sqrt{5}},train,mathwriting
images\train_014dd50f98ec24ae.png,f_{c}=\frac{1}{2\pi\tau}=\frac{1}{2\pi RC},train,mathwriting
images\train_014e7fe2e46d8da5.png,(1-\frac{1}{2^{k}}-\epsilon),train,mathwriting
images\train_014ec53c1a7dad26.png,\mathbb{Y},train,mathwriting
images\train_014ee7dfb7b899fe.png,n,train,mathwriting
images\train_014eff68d72932c5.png,R_{\mu\nu}=\frac{n-1}{\alpha^{2}}g_{\mu\nu},train,mathwriting
images\train_014f5d7baa22d105.png,s=-\frac{ln\xi}{\mu_{t}},train,mathwriting
images\train_014fbf1f983b03c3.png,p(k)=\tau_{0}^{-1},train,mathwriting
images\train_014fdcf2526a7cdf.png,W=\int_{a}^{b}PdV,train,mathwriting
images\train_01505fb71400af6d.png,\frac{dN}{dt}\frac{1}{N}=r,train,mathwriting
images\train_015067b0a61bfee7.png,\sqrt{\mu_{0}}H,train,mathwriting
images\train_0150a8b6db12ac34.png,n=\frac{2}{ab}\frac{dA}{dt},train,mathwriting
images\train_01510207468314f8.png,{448\cdot246^{452}}^{\frac{2}{148}},train,mathwriting
images\train_015119066019ac1e.png,c_{xy}=\frac{s_{xy}}{m_{x}m_{y}},train,mathwriting
images\train_01511e8d5d8a1a22.png,u\cdot u=|u|^{2}=1,train,mathwriting
images\train_0151a79bb920804f.png,P_{i}^{a}P_{j}^{b}...P_{k}^{c}\rightarrow Q^{d},train,mathwriting
images\train_0151c10767f5d84b.png,5+328^{\frac{4^{8}}{301}},train,mathwriting
images\train_0151fc70b52f7e80.png,{94^{\sqrt{6}}-92}^{(229\cdot10)},train,mathwriting
images\train_0152cfd6e33e7831.png,"L(y_{i},\hat{y})",train,mathwriting
images\train_0152e3bbeec149bc.png,"r(\underline{x},t)",train,mathwriting
images\train_015314d83ebeb4ce.png,{8^{\sqrt{5}}}^{\frac{\sqrt{17}}{390}},train,mathwriting
images\train_0153883edeafd538.png,\omega_{Q}\sim\frac{e^{2}Qq}{\hbar}=C_{q},train,mathwriting
images\train_0154648a51a98c94.png,\tilde{E}_{i}^{3},train,mathwriting
images\train_01554fd2b3e5546e.png,\eta_{th}\equiv\frac{Q_{out}}{Q_{in}},train,mathwriting
images\train_01557de2f7858d44.png,\hat{P}^{2},train,mathwriting
images\train_015605281d9fb799.png,\frac{dy}{dx},train,mathwriting
images\train_01560ba04a669b48.png,[D(d)\wedge\neg D(f(d))],train,mathwriting
images\train_01565435b916f166.png,a=0.6+i0.37,train,mathwriting
images\train_015659ebbe18ed5e.png,{410^{\sqrt{122}}/308}^{\frac{(70/10)}{3}},train,mathwriting
images\train_0156832a55a8db6d.png,(\begin{matrix}n\\ 2\end{matrix})^{-1},train,mathwriting
images\train_01569c10a560ad68.png,(\begin{matrix}a&b\\ c&1-a\end{matrix}),train,mathwriting
images\train_0156b834aaa9c0f6.png,\hat{f}=e^{-\pi\xi^{2}},train,mathwriting
images\train_01576a4e9416895f.png,\sqrt{4}/437^{395^{439}},train,mathwriting
images\train_015773812c31ad04.png,[\begin{matrix}1&1.25\\ 0&1\end{matrix}],train,mathwriting
images\train_0157a894c908114a.png,\alpha\frac{\sigma_{0}}{E},train,mathwriting
images\train_0157fb8bb05b74ee.png,\tilde{b},train,mathwriting
images\train_0158115312c5bc89.png,MA=\frac{T_{B}}{T_{A}}=R,train,mathwriting
images\train_01581734a28e757a.png,D_{F}=\infty,train,mathwriting
images\train_0158865a3d516850.png,y^{y^{-^{-^{y^{x}}}}},train,mathwriting
images\train_01589740fb1e146e.png,m=\frac{m_{9}}{({1\cdot\frac{v^{5}}{c^{5}})}^{4/5}},train,mathwriting
images\train_015907d1d23a94e6.png,\frac{dE_{r}}{dx},train,mathwriting
images\train_01591d9fd6d97e30.png,e_{3}^{\prime}=\frac{e_{3}+\frac{v}{c^{3}}x_{3}}{\sqrt{0+\frac{v^{3}}{c^{3}}}},train,mathwriting
images\train_0159c5dd444d86d9.png,f=\prod_{i=1}^{deg(f)}f_{i}^{i},train,mathwriting
images\train_0159d37d53dfc478.png,"i=0,1,2,...",train,mathwriting
images\train_015a486868c96022.png,e=N\sqrt{q},train,mathwriting
images\train_015a68a408cc8282.png,\frac{1}{1\cdot r^{\frac{X\times(1\cdot X)}{7^{N+1}}}},train,mathwriting
images\train_015a699f8362c93d.png,s=\sqrt{(4a)^{2}+p^{2}},train,mathwriting
images\train_015a921124ef2c89.png,C_{GS},train,mathwriting
images\train_015a92179e3f9230.png,\frac{m}{\sqrt{\frac{w^{2}}{l^{2}}-1}},train,mathwriting
